sexe;id_client;formation;usage_vehicule;type_vehicule;est_rouge;type_conduite;etat_dossier;formule;Année_naissance;Présence_enft_cond_accomp;Présence_enfants;Cat_revenus;Cat_valeur_res_princ;Cat_points_perdus;Cat_age_veh;Année date_demande;Cat_Tarif_devis
M;6F18C5BF-5808;PhD;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_express;1981;non;non;;;0_3;5_10;2022;250_500
M;9E074C79-DD2E;<High School;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_premium;2006;non;non;0-20k€;0-100K€;3_6;0_5;2022;250_500
F;F9A9676B-C8AD;PhD;Commercial;Van;yes;Highly Urban/ Urban;complet;dev_express;1961;non;non;80-100k€;_0;3_6;sup 15;2022;250_500
M;C7E34AAE-C2B3;Masters;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;1956;non;non;60-80k€;200-400K€;6_9;sup 15;2022;250_500
M;0F17B925-0A66;PhD;Private;Pickup;no;Highly Urban/ Urban;complet;dev_premium;2007;non;non;sup 100k€;sup 400K€;_0;5_10;2022;500_750
F;371CB51C-7C84;z_High School;Commercial;Van;yes;Highly Urban/ Urban;complet;dev_premium;1961;non;non;60-80k€;200-400K€;3_6;0_5;2022;250_500
F;38131061-FA0E;z_High School;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_vip;1978;oui;oui;20-40k€;_0;_0;0_5;2022;sup 750
F;37EB8295-A1C8;Masters;Commercial;Panel Truck;yes;Highly Urban/ Urban;complet;dev_express;2011;non;non;80-100k€;;_0;5_10;2022;250_500
M;5DB7DF46-4B99;z_High School;Private;Minivan;no;z_Highly Rural/ Rural;complet;dev_integral;2001;non;non;20-40k€;0-100K€;3_6;0_5;2022;250_500
F;52533FD9-5A9F;<High School;Commercial;Panel Truck;yes;Highly Urban/ Urban;complet;dev_integral;1936;non;oui;20-40k€;100-200K€;3_6;5_10;2022;250_500
F;78CE0701-0FB2;z_High School;Commercial;Pickup;no;z_Highly Rural/ Rural;complet;dev_integral;1997;oui;oui;sup 100k€;_0;_0;5_10;2022;250_500
F;DE534683-1E3B;PhD;Commercial;Panel Truck;yes;Highly Urban/ Urban;complet;dev_integral;1981;non;non;sup 100k€;_0;0_3;10_15;2022;250_500
M;1CE58940-FDAF;z_High School;Private;Van;no;Highly Urban/ Urban;complet;dev_express;1969;non;non;20-40k€;100-200K€;_0;5_10;2022;250_500
F;6052BE88-96F4;PhD;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_premium;1942;non;oui;sup 100k€;_0;_0;10_15;2022;500_750
M;BD9C4875-BF19;z_High School;Commercial;Pickup;no;Highly Urban/ Urban;complet;dev_premium;1964;non;non;40-60k€;100-200K€;0_3;5_10;2022;250_500
F;C4715CC0-55A6;Bachelors;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_premium;1991;non;non;40-60k€;100-200K€;3_6;10_15;2022;250_500
F;A21D1E37-DC1E;PhD;Private;Minivan;no;Highly Urban/ Urban;complet;dev_integral;1985;non;non;sup 100k€;sup 400K€;_0;sup 15;2022;250_500
F;17CB5D35-26BF;Masters;Commercial;Pickup;no;Highly Urban/ Urban;complet;dev_premium;1955;non;non;sup 100k€;200-400K€;_0;5_10;2022;250_500
F;7151FC25-A3F6;z_High School;Commercial;z_SUV;no;Highly Urban/ Urban;complet;dev_vip;2008;non;non;;;3_6;5_10;2022;sup 750
M;D894FFB6-2A0A;z_High School;Private;Sports Car;no;Highly Urban/ Urban;complet;dev_express;1933;non;non;40-60k€;100-200K€;0_3;10_15;2022;250_500
F;4426203C-2446;Bachelors;Private;Sports Car;no;Highly Urban/ Urban;complet;dev_integral;1946;non;oui;0-20k€;0-100K€;_0;5_10;2022;250_500
F;B672FBC1-027C;Bachelors;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_premium;1936;non;non;40-60k€;100-200K€;3_6;;2022;500_750
M;7497C9B7-7C3D;z_High School;Commercial;Panel Truck;yes;Highly Urban/ Urban;complet;dev_integral;1935;non;oui;40-60k€;_0;0_3;5_10;2022;250_500
M;5579AAE7-DFD9;z_High School;Private;z_SUV;no;z_Highly Rural/ Rural;complet;dev_premium;1983;oui;oui;sup 100k€;200-400K€;3_6;5_10;2022;250_500
F;C5E9A6AB-DE21;PhD;Commercial;Panel Truck;no;Highly Urban/ Urban;complet;dev_express;1982;non;non;sup 100k€;_0;3_6;10_15;2022;250_500
M;09186615-7207;Bachelors;Commercial;Van;no;Highly Urban/ Urban;complet;dev_integral;1965;non;non;sup 100k€;200-400K€;3_6;10_15;2022;250_500
F;12EDC0BB-91CB;<High School;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;1961;non;non;40-60k€;_0;_0;0_5;2022;250_500
F;CB392891-728B;PhD;Private;Minivan;no;z_Highly Rural/ Rural;complet;dev_integral;1960;non;non;20-40k€;_0;3_6;10_15;2022;250_500
M;9ED2472A-28A8;<High School;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_express;2013;oui;oui;0-20k€;_0;_0;0_5;2022;250_500
M;9F8FFE4D-1699;z_High School;Private;Pickup;no;Highly Urban/ Urban;complet;dev_express;1979;non;non;20-40k€;_0;0_3;0_5;2022;250_500
F;719D43F8-AC26;Masters;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_premium;2016;non;non;sup 100k€;_0;0_3;sup 15;2022;250_500
M;E6496CC5-A900;Bachelors;Private;Pickup;yes;Highly Urban/ Urban;complet;dev_integral;1943;non;oui;60-80k€;200-400K€;0_3;5_10;2022;250_500
M;BAAF6E95-14D2;Bachelors;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_express;1972;non;non;60-80k€;;_0;5_10;2022;250_500
F;E0A69B0E-F075;Masters;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_premium;1968;non;non;60-80k€;200-400K€;0_3;;2022;250_500
M;89A7EF3D-538E;Bachelors;Commercial;Van;no;Highly Urban/ Urban;complet;dev_integral;1974;non;non;40-60k€;200-400K€;_0;5_10;2022;250_500
M;A5990F3A-B77D;z_High School;Commercial;Pickup;no;Highly Urban/ Urban;complet;dev_integral;1941;non;non;0-20k€;_0;3_6;5_10;2022;250_500
F;B68CD946-8B4E;Masters;Private;Minivan;no;Highly Urban/ Urban;complet;dev_integral;1933;non;oui;20-40k€;_0;_0;5_10;2022;250_500
M;4DFA4476-6E6B;z_High School;Commercial;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;1960;non;non;20-40k€;;_0;5_10;2022;250_500
M;9E956436-640E;Bachelors;Commercial;z_SUV;yes;Highly Urban/ Urban;complet;dev_integral;1957;non;non;60-80k€;200-400K€;_0;10_15;2022;250_500
F;C2B50F8D-4393;Bachelors;Commercial;z_SUV;no;Highly Urban/ Urban;complet;dev_express;2012;non;non;40-60k€;_0;_0;10_15;2022;250_500
M;E6C5C5AC-1F88;Bachelors;Commercial;Pickup;yes;Highly Urban/ Urban;complet;dev_premium;1935;non;non;40-60k€;100-200K€;3_6;5_10;2022;250_500
F;FCCC185A-BA39;Bachelors;Private;Minivan;no;Highly Urban/ Urban;complet;dev_integral;1969;non;non;80-100k€;_0;0_3;5_10;2022;250_500
M;31763761-7432;PhD;Private;Minivan;no;Highly Urban/ Urban;complet;dev_integral;1963;non;non;sup 100k€;200-400K€;6_9;sup 15;2022;250_500
M;01E07C6B-9DF8;<High School;Private;Van;yes;Highly Urban/ Urban;complet;dev_integral;1969;non;non;20-40k€;_0;0_3;0_5;2022;250_500
F;C8BFF2F2-13DA;z_High School;Private;Sports Car;no;Highly Urban/ Urban;complet;dev_integral;1942;non;oui;60-80k€;200-400K€;_0;;2022;250_500
M;96E7E52D-EC1D;z_High School;Commercial;Pickup;yes;Highly Urban/ Urban;complet;dev_express;1936;non;non;40-60k€;100-200K€;_0;0_5;2022;250_500
M;758519AE-444F;<High School;Private;Sports Car;no;z_Highly Rural/ Rural;complet;dev_express;1970;oui;oui;40-60k€;100-200K€;0_3;0_5;2022;250_500
M;58FF01E0-8C6E;Bachelors;Private;Pickup;yes;Highly Urban/ Urban;complet;dev_integral;1976;non;non;80-100k€;_0;_0;5_10;2022;250_500
M;BA7EFC8F-FD2E;z_High School;Commercial;Minivan;no;Highly Urban/ Urban;complet;dev_express;1968;non;non;40-60k€;100-200K€;_0;5_10;2022;250_500
F;3EDC0C50-4287;Masters;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_express;1971;non;non;80-100k€;200-400K€;0_3;5_10;2022;250_500
F;A7833F5D-1BDB;Masters;Private;Minivan;no;z_Highly Rural/ Rural;complet;dev_express;1982;non;non;sup 100k€;200-400K€;_0;10_15;2022;250_500
F;9D06D246-5CCB;z_High School;Commercial;z_SUV;no;Highly Urban/ Urban;complet;dev_express;1956;non;non;40-60k€;100-200K€;0_3;0_5;2022;250_500
F;2C52082A-318E;Masters;Commercial;Pickup;no;Highly Urban/ Urban;complet;dev_express;1947;non;non;;200-400K€;_0;10_15;2022;250_500
M;9BB1A66D-ECBA;z_High School;Commercial;Pickup;no;Highly Urban/ Urban;complet;dev_premium;1961;non;non;0-20k€;_0;3_6;5_10;2022;500_750
F;A436274F-3745;<High School;Private;Minivan;yes;z_Highly Rural/ Rural;complet;dev_integral;1950;non;non;0-20k€;_0;_0;0_5;2022;250_500
M;D32A1EDD-D718;z_High School;Private;Pickup;no;z_Highly Rural/ Rural;complet;dev_express;1957;non;oui;0-20k€;_0;_0;5_10;2022;250_500
M;116AA202-54F4;Bachelors;Private;Pickup;no;Highly Urban/ Urban;complet;dev_express;1945;non;non;80-100k€;200-400K€;0_3;5_10;2022;250_500
F;E729B77B-6E15;<High School;Private;z_SUV;no;z_Highly Rural/ Rural;complet;dev_express;1987;non;non;;_0;0_3;5_10;2022;250_500
M;95FAFAD1-3836;Masters;Private;Minivan;no;Highly Urban/ Urban;complet;dev_express;1968;non;non;40-60k€;200-400K€;0_3;10_15;2022;250_500
M;693F0BF7-B986;z_High School;Commercial;z_SUV;yes;Highly Urban/ Urban;complet;dev_express;1998;non;non;20-40k€;200-400K€;_0;0_5;2022;250_500
F;3C9C1C69-BD77;Masters;Commercial;Panel Truck;no;Highly Urban/ Urban;complet;dev_express;1942;non;non;20-40k€;100-200K€;0_3;10_15;2022;250_500
F;3B543AAE-2F9A;Masters;Private;Minivan;no;Highly Urban/ Urban;complet;dev_express;1960;non;non;sup 100k€;200-400K€;0_3;sup 15;2022;250_500
F;28C91AED-569D;Masters;Commercial;Panel Truck;no;Highly Urban/ Urban;complet;dev_premium;2022;non;oui;80-100k€;_0;_0;10_15;2022;500_750
M;7C25E21E-2563;z_High School;Private;Sports Car;no;z_Highly Rural/ Rural;complet;dev_integral;1943;non;oui;40-60k€;_0;3_6;5_10;2022;250_500
F;C4E0B78F-0876;Masters;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_integral;1964;non;non;sup 100k€;sup 400K€;_0;sup 15;2022;250_500
M;70473DD4-4E8D;Bachelors;Private;Sports Car;no;Highly Urban/ Urban;complet;dev_premium;1951;non;oui;0-20k€;100-200K€;_0;10_15;2022;250_500
M;DAC5253B-6132;z_High School;Commercial;Sports Car;no;Highly Urban/ Urban;complet;dev_integral;1982;non;non;;200-400K€;3_6;0_5;2022;250_500
F;479A294A-730D;Bachelors;Private;Sports Car;yes;Highly Urban/ Urban;complet;dev_express;1972;non;oui;0-20k€;0-100K€;sup 9;_0;2022;250_500
F;8E0DD98F-A33A;Bachelors;Private;z_SUV;no;z_Highly Rural/ Rural;complet;dev_express;1992;non;non;80-100k€;200-400K€;_0;0_5;2022;250_500
F;B94B1E67-3C51;z_High School;Commercial;Minivan;yes;Highly Urban/ Urban;complet;dev_integral;2012;oui;oui;40-60k€;100-200K€;_0;5_10;2022;250_500
M;AC9D49E4-99BE;z_High School;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_express;1990;non;non;80-100k€;200-400K€;3_6;0_5;2022;250_500
F;63C8E636-B3F6;<High School;Private;Minivan;no;z_Highly Rural/ Rural;complet;dev_vip;1971;non;non;20-40k€;100-200K€;_0;0_5;2022;sup 750
M;855665B6-CE16;Bachelors;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_express;1983;non;non;80-100k€;200-400K€;0_3;10_15;2022;250_500
F;355E083F-FBF6;z_High School;Private;Pickup;no;Highly Urban/ Urban;complet;dev_integral;1970;non;oui;0-20k€;_0;_0;5_10;2022;250_500
M;8AD51F44-2635;z_High School;Commercial;z_SUV;no;z_Highly Rural/ Rural;complet;dev_express;1999;oui;oui;0-20k€;_0;_0;5_10;2022;250_500
F;220E0BBF-1B53;Masters;Commercial;Van;yes;Highly Urban/ Urban;complet;dev_integral;1998;non;non;sup 100k€;200-400K€;0_3;;2022;250_500
F;BBBBCED0-4E59;Masters;Private;Pickup;yes;Highly Urban/ Urban;complet;dev_express;1994;oui;oui;60-80k€;200-400K€;_0;10_15;2022;250_500
M;72052364-1C7F;<High School;Commercial;Pickup;no;Highly Urban/ Urban;complet;dev_express;1951;non;oui;40-60k€;100-200K€;0_3;0_5;2022;250_500
F;91D1CBA7-12D5;Bachelors;Commercial;Pickup;yes;Highly Urban/ Urban;complet;dev_premium;2009;non;oui;60-80k€;200-400K€;_0;0_5;2022;500_750
F;13680799-A64A;z_High School;Commercial;z_SUV;no;z_Highly Rural/ Rural;complet;dev_integral;1971;non;non;40-60k€;_0;_0;5_10;2022;250_500
F;972FDCBA-3740;Masters;Private;Sports Car;no;Highly Urban/ Urban;complet;dev_express;1999;non;non;80-100k€;200-400K€;0_3;sup 15;2022;250_500
M;6751BA2F-C51C;z_High School;Commercial;z_SUV;no;Highly Urban/ Urban;complet;dev_express;1955;non;oui;0-20k€;0-100K€;0_3;5_10;2022;250_500
F;421274D6-EDAD;z_High School;Commercial;Pickup;yes;z_Highly Rural/ Rural;complet;dev_integral;1942;non;non;0-20k€;_0;0_3;0_5;2022;250_500
F;71C02F19-99CC;Bachelors;Commercial;Sports Car;no;Highly Urban/ Urban;complet;dev_integral;1979;non;non;sup 100k€;200-400K€;0_3;5_10;2022;250_500
M;198EF0F8-0A33;Bachelors;Private;Minivan;no;Highly Urban/ Urban;complet;dev_integral;1971;non;oui;60-80k€;_0;_0;5_10;2022;250_500
F;972E4033-CFF3;Bachelors;Private;Sports Car;no;Highly Urban/ Urban;complet;dev_integral;1947;oui;oui;60-80k€;200-400K€;3_6;10_15;2022;250_500
M;38849E7E-7C0D;z_High School;Commercial;z_SUV;no;Highly Urban/ Urban;complet;dev_express;1955;non;non;60-80k€;_0;_0;10_15;2022;250_500
M;39EAECB4-441D;Bachelors;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;1940;oui;oui;60-80k€;200-400K€;_0;5_10;2022;250_500
F;87365598-99E8;<High School;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_express;1963;oui;oui;0-20k€;_0;_0;;2022;250_500
F;A6A2D692-D964;PhD;Commercial;Panel Truck;yes;Highly Urban/ Urban;complet;dev_premium;1950;non;oui;sup 100k€;_0;_0;5_10;2022;250_500
F;2C2649A9-DFC2;<High School;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_express;2001;oui;oui;20-40k€;100-200K€;_0;5_10;2022;250_500
M;C10BCADB-6BF7;z_High School;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_premium;2019;non;oui;60-80k€;200-400K€;0_3;0_5;2022;500_750
F;155C3BED-1896;z_High School;Commercial;z_SUV;no;z_Highly Rural/ Rural;complet;dev_express;1972;non;non;0-20k€;;_0;5_10;2022;250_500
F;72853361-4566;<High School;Private;Sports Car;no;Highly Urban/ Urban;complet;dev_integral;1968;non;oui;20-40k€;_0;3_6;0_5;2022;250_500
M;68B718C8-D565;z_High School;Commercial;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;2011;non;oui;0-20k€;100-200K€;3_6;5_10;2022;250_500
M;E2F2852E-43D9;Bachelors;Commercial;Minivan;yes;Highly Urban/ Urban;complet;dev_express;1947;non;non;80-100k€;;sup 9;5_10;2022;250_500
M;70A53646-2257;Masters;Commercial;Van;no;Highly Urban/ Urban;complet;dev_premium;1977;non;non;40-60k€;200-400K€;0_3;10_15;2022;250_500
M;264E5E1B-0CA4;z_High School;Commercial;Panel Truck;no;z_Highly Rural/ Rural;complet;dev_express;1973;non;non;20-40k€;100-200K€;_0;0_5;2022;250_500
M;838304ED-76B9;Bachelors;Commercial;Pickup;yes;z_Highly Rural/ Rural;complet;dev_integral;2015;non;non;60-80k€;200-400K€;0_3;5_10;2022;250_500
F;C6645C38-9B39;Bachelors;Commercial;Panel Truck;yes;Highly Urban/ Urban;complet;dev_integral;1974;non;non;80-100k€;200-400K€;_0;5_10;2022;250_500
F;95F576BC-FB02;PhD;Private;Minivan;no;Highly Urban/ Urban;complet;dev_integral;1951;non;non;sup 100k€;_0;_0;;2022;250_500
M;A2643A70-3DAB;Bachelors;Commercial;Minivan;no;Highly Urban/ Urban;complet;dev_express;1968;oui;oui;80-100k€;_0;3_6;0_5;2022;250_500
M;0B2D46B7-A6FB;Bachelors;Commercial;Minivan;no;Highly Urban/ Urban;complet;dev_premium;1945;non;non;40-60k€;200-400K€;3_6;5_10;2022;250_500
F;0D6BA75B-866E;Masters;Private;Minivan;no;Highly Urban/ Urban;complet;dev_integral;1950;non;non;60-80k€;100-200K€;_0;;2022;250_500
M;2A4A96CF-6067;<High School;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_integral;1998;non;oui;20-40k€;100-200K€;_0;;2022;250_500
M;57049596-1F5D;z_High School;Private;Van;yes;Highly Urban/ Urban;complet;dev_premium;1957;non;non;20-40k€;100-200K€;0_3;10_15;2022;500_750
M;6E1BF586-5EB7;z_High School;Commercial;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;1978;non;non;sup 100k€;200-400K€;0_3;0_5;2022;250_500
F;F919D03B-DEB8;Bachelors;Commercial;Panel Truck;yes;Highly Urban/ Urban;complet;dev_premium;2009;oui;oui;sup 100k€;200-400K€;0_3;0_5;2022;250_500
M;79FD3E6E-88B0;Bachelors;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_express;1968;non;oui;20-40k€;200-400K€;_0;5_10;2022;250_500
F;9CFF9AF6-A218;Masters;Commercial;Pickup;no;Highly Urban/ Urban;complet;dev_express;1960;non;non;sup 100k€;_0;_0;;2022;250_500
F;09D952B6-05A6;Bachelors;Private;Sports Car;no;Highly Urban/ Urban;complet;dev_express;1934;non;non;40-60k€;_0;3_6;5_10;2022;250_500
F;296F4AFC-9AEE;Masters;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;2019;non;non;60-80k€;_0;3_6;sup 15;2022;250_500
F;FF025158-FCFC;<High School;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_express;2008;non;oui;;0-100K€;0_3;5_10;2022;250_500
M;79F0F9D3-1362;Bachelors;Private;Minivan;no;Highly Urban/ Urban;complet;dev_premium;1991;non;non;60-80k€;100-200K€;_0;5_10;2022;250_500
F;4655EFB4-6C02;Masters;Commercial;Panel Truck;no;Highly Urban/ Urban;complet;dev_integral;1957;non;non;sup 100k€;200-400K€;0_3;10_15;2022;250_500
M;FA283FFC-865C;Masters;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_integral;1973;non;non;sup 100k€;200-400K€;_0;sup 15;2022;250_500
M;AF080FDE-2F63;Bachelors;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_premium;1953;oui;oui;sup 100k€;200-400K€;0_3;10_15;2022;250_500
F;6366C211-432C;Masters;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_express;1940;oui;oui;20-40k€;100-200K€;0_3;sup 15;2022;250_500
M;5532BA5E-ABF7;<High School;Private;Sports Car;no;z_Highly Rural/ Rural;complet;dev_integral;1989;non;non;0-20k€;0-100K€;0_3;0_5;2022;250_500
M;98A5825A-64B9;PhD;Private;Minivan;no;Highly Urban/ Urban;complet;dev_integral;1947;non;non;sup 100k€;_0;0_3;sup 15;2022;250_500
M;2230C218-7FB0;z_High School;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_express;2020;non;oui;0-20k€;_0;0_3;5_10;2022;250_500
M;0A30E803-DF39;Bachelors;Private;z_SUV;no;z_Highly Rural/ Rural;complet;dev_vip;1985;oui;oui;0-20k€;100-200K€;3_6;10_15;2022;500_750
F;B5CB9814-3499;Bachelors;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;1964;non;non;;_0;_0;10_15;2022;250_500
M;F48EB2B9-8BAF;<High School;Commercial;Pickup;yes;Highly Urban/ Urban;complet;dev_premium;1955;oui;oui;20-40k€;100-200K€;_0;5_10;2022;250_500
F;45F9A352-9169;PhD;Commercial;Panel Truck;yes;Highly Urban/ Urban;complet;dev_express;1972;non;non;60-80k€;200-400K€;_0;10_15;2022;250_500
M;EBC2F234-CC43;z_High School;Private;Sports Car;no;z_Highly Rural/ Rural;complet;dev_premium;2007;non;oui;0-20k€;100-200K€;_0;0_5;2022;250_500
M;A673F76F-1548;Bachelors;Commercial;Minivan;yes;Highly Urban/ Urban;complet;dev_premium;1962;non;non;0-20k€;100-200K€;0_3;5_10;2022;250_500
F;CDED63FE-FA56;z_High School;Commercial;Pickup;yes;Highly Urban/ Urban;complet;dev_premium;1959;non;non;40-60k€;;3_6;0_5;2022;250_500
M;1E664D8C-8070;PhD;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_premium;1952;non;non;sup 100k€;_0;0_3;10_15;2022;250_500
F;9FB11FF4-F3AB;Masters;Private;Minivan;no;Highly Urban/ Urban;complet;dev_integral;1968;oui;oui;sup 100k€;sup 400K€;_0;sup 15;2022;250_500
F;73BA7140-91BB;<High School;Private;Minivan;no;Highly Urban/ Urban;complet;dev_express;1956;non;non;60-80k€;200-400K€;3_6;;2022;250_500
F;780AE024-CDB3;PhD;Commercial;Panel Truck;no;Highly Urban/ Urban;complet;dev_express;2009;non;non;sup 100k€;sup 400K€;0_3;10_15;2022;250_500
M;EBFF8EE5-9778;PhD;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_express;1953;non;non;sup 100k€;sup 400K€;_0;sup 15;2022;250_500
M;5FD13B0D-6CF0;PhD;Private;Sports Car;yes;Highly Urban/ Urban;complet;dev_integral;2006;non;non;sup 100k€;sup 400K€;_0;;2022;250_500
M;4443B539-56B2;<High School;Private;Sports Car;no;Highly Urban/ Urban;complet;dev_integral;1977;non;oui;20-40k€;;_0;0_5;2022;250_500
F;F07E0A5E-B2E7;Masters;Private;Minivan;no;Highly Urban/ Urban;complet;dev_express;1975;non;non;60-80k€;200-400K€;0_3;sup 15;2022;250_500
M;EA16F78A-8559;z_High School;Private;Minivan;yes;z_Highly Rural/ Rural;complet;dev_premium;1965;non;non;40-60k€;100-200K€;_0;0_5;2022;250_500
F;3969E8C9-6DE5;Masters;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_premium;1977;non;non;40-60k€;_0;3_6;10_15;2022;250_500
M;35201742-5C82;Bachelors;Private;z_SUV;no;z_Highly Rural/ Rural;complet;dev_express;1974;non;non;0-20k€;0-100K€;_0;10_15;2022;250_500
F;11B9A66E-3487;z_High School;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_express;1972;non;non;0-20k€;100-200K€;_0;0_5;2022;250_500
F;2F3960D6-1665;Masters;Commercial;Van;no;Highly Urban/ Urban;complet;dev_integral;1949;non;non;80-100k€;_0;_0;sup 15;2022;250_500
M;2B0BE197-9677;z_High School;Private;Pickup;yes;Highly Urban/ Urban;complet;dev_express;2009;non;oui;20-40k€;100-200K€;0_3;0_5;2022;250_500
F;2018C096-80DB;Masters;Private;Minivan;no;Highly Urban/ Urban;complet;dev_express;1943;non;non;80-100k€;200-400K€;0_3;sup 15;2022;250_500
F;D4B25FC9-8665;<High School;Private;Minivan;no;z_Highly Rural/ Rural;complet;dev_integral;1969;non;non;20-40k€;_0;0_3;0_5;2022;250_500
F;BC0316B8-DD1F;<High School;Private;Pickup;yes;Highly Urban/ Urban;complet;dev_integral;1965;oui;oui;0-20k€;100-200K€;0_3;0_5;2022;250_500
F;36392CE6-7BBF;z_High School;Private;Minivan;no;Highly Urban/ Urban;complet;dev_integral;1985;non;non;20-40k€;100-200K€;_0;5_10;2022;250_500
F;70ED57D2-3A81;Bachelors;Private;Minivan;no;Highly Urban/ Urban;complet;dev_integral;1958;non;non;60-80k€;_0;3_6;10_15;2022;250_500
M;15D64273-51C6;PhD;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_express;1933;non;non;sup 100k€;;_0;sup 15;2022;250_500
F;AD4B62A6-D1B7;Bachelors;Private;Sports Car;no;Highly Urban/ Urban;complet;dev_express;1953;non;non;60-80k€;100-200K€;_0;5_10;2022;250_500
F;60CB5824-3FC5;Masters;Private;Pickup;no;Highly Urban/ Urban;complet;dev_integral;2009;non;oui;60-80k€;100-200K€;0_3;sup 15;2022;250_500
M;B9D46BED-FE13;PhD;Commercial;Panel Truck;no;Highly Urban/ Urban;complet;dev_express;1962;non;oui;sup 100k€;200-400K€;0_3;sup 15;2022;250_500
F;BB6AC474-3AF1;<High School;Commercial;Panel Truck;no;Highly Urban/ Urban;complet;dev_premium;1966;non;non;40-60k€;200-400K€;0_3;5_10;2022;250_500
M;7AA0F35A-7F10;z_High School;Commercial;Pickup;no;Highly Urban/ Urban;complet;dev_integral;2021;non;non;60-80k€;200-400K€;_0;0_5;2022;250_500
M;9F65C093-2A84;Bachelors;Commercial;Panel Truck;yes;Highly Urban/ Urban;complet;dev_express;1984;non;non;60-80k€;200-400K€;0_3;0_5;2022;250_500
M;1E5B1D21-54BF;Masters;Private;Minivan;no;Highly Urban/ Urban;complet;dev_express;1963;non;non;sup 100k€;_0;3_6;sup 15;2022;250_500
F;0485474E-5159;z_High School;Commercial;Pickup;no;z_Highly Rural/ Rural;complet;dev_premium;1984;non;oui;0-20k€;_0;_0;0_5;2022;250_500
M;4254D7C9-55B6;Bachelors;Commercial;Sports Car;no;Highly Urban/ Urban;complet;dev_integral;2009;non;non;20-40k€;100-200K€;3_6;5_10;2022;250_500
F;8A7D90DB-2FE4;z_High School;Private;Pickup;yes;Highly Urban/ Urban;complet;dev_integral;2015;non;non;20-40k€;100-200K€;0_3;10_15;2022;250_500
F;9C7F4974-8029;z_High School;Private;Minivan;no;Highly Urban/ Urban;complet;dev_integral;1965;non;non;;100-200K€;_0;0_5;2022;250_500
F;217B43B3-FF7C;z_High School;Commercial;Sports Car;no;Highly Urban/ Urban;complet;dev_integral;2013;non;non;40-60k€;100-200K€;_0;0_5;2022;250_500
M;14F88D17-6499;z_High School;Private;Sports Car;no;Highly Urban/ Urban;complet;dev_express;1944;non;non;20-40k€;_0;0_3;0_5;2022;250_500
F;A5DAAA42-ED76;Bachelors;Private;Sports Car;no;Highly Urban/ Urban;complet;dev_integral;1961;non;non;80-100k€;_0;_0;10_15;2022;250_500
M;8DC7D19C-F4B4;z_High School;Private;z_SUV;no;z_Highly Rural/ Rural;complet;dev_integral;1995;non;oui;;0-100K€;0_3;5_10;2022;250_500
M;72DD1871-0005;Masters;Commercial;Van;yes;Highly Urban/ Urban;complet;dev_integral;1955;non;non;60-80k€;;0_3;0_5;2022;250_500
M;40C4F263-C743;Masters;Commercial;Pickup;no;Highly Urban/ Urban;complet;dev_express;1956;non;non;sup 100k€;;_0;sup 15;2022;250_500
M;B95AB132-47BB;z_High School;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_express;2007;non;non;40-60k€;_0;_0;10_15;2022;250_500
F;6D6CE32A-51D5;<High School;Private;z_SUV;no;z_Highly Rural/ Rural;complet;dev_integral;1937;non;non;0-20k€;0-100K€;0_3;0_5;2022;250_500
